0       // Pixel 1  Row: 1
2       // Pixel 141  
43      // Pixel 142  
43      // Pixel 143  
107     // Pixel 144  
191     // Pixel 145  
150     // Pixel 146  
150     // Pixel 147  
150     // Pixel 148  
22      // Pixel 149  
15      // Pixel 150  
47      // Pixel 151  
43      // Pixel 152  
255     // Pixel 153  
214     // Pixel 154  
214     // Pixel 155  
214     // Pixel 156  
214     // Pixel 157  
214     // Pixel 158  
214     // Pixel 159  
150     // Pixel 160  
214     // Pixel 161  
255     // Pixel 162  
255     // Pixel 163  
150     // Pixel 164  
223     // Pixel 165  
255     // Pixel 166  
151     // Pixel 167  
223     // Pixel 168  
214     // Pixel 169  
255     // Pixel 170  
255     // Pixel 171  
255     // Pixel 172  
255     // Pixel 173  
255     // Pixel 174  
255     // Pixel 175  
127     // Pixel 176  
6       // Pixel 177  
31      // Pixel 178  
11      // Pixel 179  
235     // Pixel 180  
235     // Pixel 181  
255     // Pixel 182  
111     // Pixel 183  
255     // Pixel 184  
6       // Pixel 185  
47      // Pixel 186  
191     // Pixel 187  
223     // Pixel 188  
150     // Pixel 189  
79      // Pixel 190  
107     // Pixel 191  
191     // Pixel 192  
2       // Pixel 193  
107     // Pixel 194  
43      // Pixel 195  
127     // Pixel 196  
47      // Pixel 197  
255     // Pixel 198  
255     // Pixel 199  
151     // Pixel 200  
2       // Pixel 201  
107     // Pixel 202  
107     // Pixel 203  
107     // Pixel 204  
107     // Pixel 205  
107     // Pixel 206  
107     // Pixel 207  
253     // Pixel 208  
150     // Pixel 209  
150     // Pixel 210  
150     // Pixel 211  
150     // Pixel 212  
22      // Pixel 213  
11      // Pixel 214  
233     // Pixel 215  
253     // Pixel 216  
240     // Pixel 217  
248     // Pixel 218  
240     // Pixel 219  
248     // Pixel 220  
232     // Pixel 221  
232     // Pixel 222  
233     // Pixel 223  
249     // Pixel 224  
252     // Pixel 225  
6       // Pixel 226  
11      // Pixel 227  
255     // Pixel 228  
150     // Pixel 229  
150     // Pixel 230  
150     // Pixel 231  
68      // Pixel 232  
43      // Pixel 233  
105     // Pixel 234  
105     // Pixel 235  
255     // Pixel 236  
212     // Pixel 237  
4       // Pixel 238  
155     // Pixel 239  
213     // Pixel 240  
34      // Pixel 241  
107     // Pixel 242  
253     // Pixel 243  
214     // Pixel 244  
150     // Pixel 245  
75      // Pixel 246  
233     // Pixel 247  
253     // Pixel 248  
254     // Pixel 249  
0       // Pixel 250  
136     // Pixel 251  
249     // Pixel 252  
124     // Pixel 253  
6       // Pixel 254  
15      // Pixel 255  
0       // Pixel 256  
0       // Pixel 257  Row: 3
23      // Pixel 258  
15      // Pixel 259  
107     // Pixel 260  
107     // Pixel 261  
255     // Pixel 262  
255     // Pixel 263  
242     // Pixel 264  
244     // Pixel 265  
212     // Pixel 266  
84      // Pixel 267  
46      // Pixel 268  
43      // Pixel 269  
43      // Pixel 270  
43      // Pixel 271  
107     // Pixel 272  
191     // Pixel 273  
150     // Pixel 274  
150     // Pixel 275  
150     // Pixel 276  
22      // Pixel 277  
15      // Pixel 278  
47      // Pixel 279  
63      // Pixel 280  
159     // Pixel 281  
214     // Pixel 282  
150     // Pixel 283  
214     // Pixel 284  
150     // Pixel 285  
150     // Pixel 286  
150     // Pixel 287  
223     // Pixel 288  
22      // Pixel 289  
159     // Pixel 290  
223     // Pixel 291  
255     // Pixel 292  
151     // Pixel 293  
223     // Pixel 294  
255     // Pixel 295  
151     // Pixel 296  
22      // Pixel 297  
31      // Pixel 298  
31      // Pixel 299  
31      // Pixel 300  
31      // Pixel 301  
31      // Pixel 302  
31      // Pixel 303  
15      // Pixel 304  
191     // Pixel 305  
223     // Pixel 306  
195     // Pixel 307  
251     // Pixel 308  
233     // Pixel 309  
233     // Pixel 310  
235     // Pixel 311  
255     // Pixel 312  
70      // Pixel 313  
111     // Pixel 314  
255     // Pixel 315  
215     // Pixel 316  
214     // Pixel 317  
227     // Pixel 318  
107     // Pixel 319  
255     // Pixel 320  
86      // Pixel 321  
43      // Pixel 322  
107     // Pixel 323  
111     // Pixel 324  
255     // Pixel 325  
255     // Pixel 326  
255     // Pixel 327  
255     // Pixel 328  
2       // Pixel 329  
43      // Pixel 330  
107     // Pixel 331  
107     // Pixel 332  
105     // Pixel 333  
105     // Pixel 334  
105     // Pixel 335  
125     // Pixel 336  
190     // Pixel 337  
150     // Pixel 338  
150     // Pixel 339  
150     // Pixel 340  
150     // Pixel 341  
3       // Pixel 342  
233     // Pixel 343  
249     // Pixel 344  
240     // Pixel 345  
248     // Pixel 346  
240     // Pixel 347  
232     // Pixel 348  
232     // Pixel 349  
233     // Pixel 350  
249     // Pixel 351  
232     // Pixel 352  
124     // Pixel 353  
38      // Pixel 354  
11      // Pixel 355  
127     // Pixel 356  
150     // Pixel 357  
150     // Pixel 358  
150     // Pixel 359  
2       // Pixel 360  
203     // Pixel 361  
105     // Pixel 362  
105     // Pixel 363  
253     // Pixel 364  
54      // Pixel 365  
6       // Pixel 366  
223     // Pixel 367  
4       // Pixel 368  
10      // Pixel 369  
107     // Pixel 370  
255     // Pixel 371  
214     // Pixel 372  
214     // Pixel 373  
195     // Pixel 374  
233     // Pixel 375  
249     // Pixel 376  
4       // Pixel 377  
254     // Pixel 378  
211     // Pixel 379  
0       // Pixel 380  
44      // Pixel 381  
47      // Pixel 382  
15      // Pixel 383  
0       // Pixel 384  
0       // Pixel 385  Row: 4
215     // Pixel 386  
215     // Pixel 387  
107     // Pixel 388  
235     // Pixel 389  
255     // Pixel 390  
244     // Pixel 391  
244     // Pixel 392  
244     // Pixel 393  
212     // Pixel 394  
6       // Pixel 395  
47      // Pixel 396  
43      // Pixel 397  
43      // Pixel 398  
107     // Pixel 399  
43      // Pixel 400  
191     // Pixel 401  
214     // Pixel 402  
150     // Pixel 403  
214     // Pixel 404  
150     // Pixel 405  
79      // Pixel 406  
111     // Pixel 407  
255     // Pixel 408  
255     // Pixel 409  
150     // Pixel 410  
214     // Pixel 411  
150     // Pixel 412  
214     // Pixel 413  
214     // Pixel 414  
214     // Pixel 415  
215     // Pixel 416  
214     // Pixel 417  
255     // Pixel 418  
151     // Pixel 419  
223     // Pixel 420  
255     // Pixel 421  
151     // Pixel 422  
223     // Pixel 423  
255     // Pixel 424  
215     // Pixel 425  
255     // Pixel 426  
255     // Pixel 427  
255     // Pixel 428  
255     // Pixel 429  
255     // Pixel 430  
255     // Pixel 431  
239     // Pixel 432  
255     // Pixel 433  
247     // Pixel 434  
242     // Pixel 435  
249     // Pixel 436  
104     // Pixel 437  
233     // Pixel 438  
233     // Pixel 439  
253     // Pixel 440  
66      // Pixel 441  
107     // Pixel 442  
255     // Pixel 443  
214     // Pixel 444  
212     // Pixel 445  
192     // Pixel 446  
233     // Pixel 447  
253     // Pixel 448  
102     // Pixel 449  
107     // Pixel 450  
107     // Pixel 451  
43      // Pixel 452  
127     // Pixel 453  
63      // Pixel 454  
159     // Pixel 455  
223     // Pixel 456  
70      // Pixel 457  
107     // Pixel 458  
107     // Pixel 459  
107     // Pixel 460  
107     // Pixel 461  
105     // Pixel 462  
105     // Pixel 463  
105     // Pixel 464  
255     // Pixel 465  
150     // Pixel 466  
150     // Pixel 467  
150     // Pixel 468  
150     // Pixel 469  
146     // Pixel 470  
217     // Pixel 471  
224     // Pixel 472  
248     // Pixel 473  
240     // Pixel 474  
248     // Pixel 475  
232     // Pixel 476  
232     // Pixel 477  
104     // Pixel 478  
232     // Pixel 479  
232     // Pixel 480  
109     // Pixel 481  
255     // Pixel 482  
251     // Pixel 483  
109     // Pixel 484  
63      // Pixel 485  
150     // Pixel 486  
150     // Pixel 487  
150     // Pixel 488  
209     // Pixel 489  
96      // Pixel 490  
105     // Pixel 491  
105     // Pixel 492  
62      // Pixel 493  
151     // Pixel 494  
213     // Pixel 495  
22      // Pixel 496  
159     // Pixel 497  
203     // Pixel 498  
255     // Pixel 499  
246     // Pixel 500  
150     // Pixel 501  
210     // Pixel 502  
249     // Pixel 503  
252     // Pixel 504  
226     // Pixel 505  
255     // Pixel 506  
116     // Pixel 507  
2       // Pixel 508  
11      // Pixel 509  
15      // Pixel 510  
255     // Pixel 511  
0       // Pixel 512  
0       // Pixel 513  Row: 5
214     // Pixel 514  
214     // Pixel 515  
235     // Pixel 516  
251     // Pixel 517  
253     // Pixel 518  
244     // Pixel 519  
244     // Pixel 520  
212     // Pixel 521  
20      // Pixel 522  
2       // Pixel 523  
47      // Pixel 524  
11      // Pixel 525  
107     // Pixel 526  
107     // Pixel 527  
43      // Pixel 528  
255     // Pixel 529  
214     // Pixel 530  
214     // Pixel 531  
214     // Pixel 532  
214     // Pixel 533  
67      // Pixel 534  
107     // Pixel 535  
127     // Pixel 536  
191     // Pixel 537  
214     // Pixel 538  
214     // Pixel 539  
214     // Pixel 540  
150     // Pixel 541  
214     // Pixel 542  
150     // Pixel 543  
150     // Pixel 544  
150     // Pixel 545  
223     // Pixel 546  
255     // Pixel 547  
151     // Pixel 548  
223     // Pixel 549  
255     // Pixel 550  
23      // Pixel 551  
159     // Pixel 552  
22      // Pixel 553  
31      // Pixel 554  
31      // Pixel 555  
31      // Pixel 556  
31      // Pixel 557  
31      // Pixel 558  
31      // Pixel 559  
155     // Pixel 560  
221     // Pixel 561  
116     // Pixel 562  
62      // Pixel 563  
31      // Pixel 564  
11      // Pixel 565  
27      // Pixel 566  
9       // Pixel 567  
253     // Pixel 568  
2       // Pixel 569  
43      // Pixel 570  
191     // Pixel 571  
150     // Pixel 572  
214     // Pixel 573  
0       // Pixel 574  
41      // Pixel 575  
41      // Pixel 576  
42      // Pixel 577  
107     // Pixel 578  
43      // Pixel 579  
127     // Pixel 580  
47      // Pixel 581  
255     // Pixel 582  
255     // Pixel 583  
151     // Pixel 584  
2       // Pixel 585  
43      // Pixel 586  
43      // Pixel 587  
235     // Pixel 588  
105     // Pixel 589  
105     // Pixel 590  
105     // Pixel 591  
105     // Pixel 592  
127     // Pixel 593  
182     // Pixel 594  
150     // Pixel 595  
150     // Pixel 596  
150     // Pixel 597  
150     // Pixel 598  
212     // Pixel 599  
64      // Pixel 600  
248     // Pixel 601  
248     // Pixel 602  
248     // Pixel 603  
104     // Pixel 604  
105     // Pixel 605  
105     // Pixel 606  
251     // Pixel 607  
105     // Pixel 608  
105     // Pixel 609  
255     // Pixel 610  
255     // Pixel 611  
96      // Pixel 612  
127     // Pixel 613  
183     // Pixel 614  
150     // Pixel 615  
150     // Pixel 616  
20      // Pixel 617  
128     // Pixel 618  
105     // Pixel 619  
105     // Pixel 620  
239     // Pixel 621  
255     // Pixel 622  
68      // Pixel 623  
190     // Pixel 624  
151     // Pixel 625  
147     // Pixel 626  
221     // Pixel 627  
254     // Pixel 628  
255     // Pixel 629  
214     // Pixel 630  
208     // Pixel 631  
224     // Pixel 632  
250     // Pixel 633  
32      // Pixel 634  
44      // Pixel 635  
47      // Pixel 636  
47      // Pixel 637  
155     // Pixel 638  
1       // Pixel 639  
0       // Pixel 640  
0       // Pixel 641  Row: 6
214     // Pixel 642  
208     // Pixel 643  
232     // Pixel 644  
249     // Pixel 645  
248     // Pixel 646  
244     // Pixel 647  
244     // Pixel 648  
212     // Pixel 649  
38      // Pixel 650  
47      // Pixel 651  
159     // Pixel 652  
75      // Pixel 653  
105     // Pixel 654  
107     // Pixel 655  
43      // Pixel 656  
255     // Pixel 657  
214     // Pixel 658  
212     // Pixel 659  
214     // Pixel 660  
214     // Pixel 661  
226     // Pixel 662  
235     // Pixel 663  
111     // Pixel 664  
255     // Pixel 665  
214     // Pixel 666  
150     // Pixel 667  
150     // Pixel 668  
214     // Pixel 669  
150     // Pixel 670  
214     // Pixel 671  
215     // Pixel 672  
214     // Pixel 673  
151     // Pixel 674  
223     // Pixel 675  
255     // Pixel 676  
151     // Pixel 677  
223     // Pixel 678  
255     // Pixel 679  
255     // Pixel 680  
215     // Pixel 681  
255     // Pixel 682  
255     // Pixel 683  
255     // Pixel 684  
255     // Pixel 685  
255     // Pixel 686  
255     // Pixel 687  
255     // Pixel 688  
64      // Pixel 689  
46      // Pixel 690  
47      // Pixel 691  
15      // Pixel 692  
31      // Pixel 693  
31      // Pixel 694  
23      // Pixel 695  
31      // Pixel 696  
15      // Pixel 697  
15      // Pixel 698  
31      // Pixel 699  
151     // Pixel 700  
22      // Pixel 701  
6       // Pixel 702  
15      // Pixel 703  
15      // Pixel 704  
95      // Pixel 705  
43      // Pixel 706  
107     // Pixel 707  
111     // Pixel 708  
255     // Pixel 709  
255     // Pixel 710  
255     // Pixel 711  
255     // Pixel 712  
7       // Pixel 713  
111     // Pixel 714  
255     // Pixel 715  
251     // Pixel 716  
105     // Pixel 717  
105     // Pixel 718  
105     // Pixel 719  
105     // Pixel 720  
109     // Pixel 721  
255     // Pixel 722  
150     // Pixel 723  
150     // Pixel 724  
150     // Pixel 725  
150     // Pixel 726  
150     // Pixel 727  
64      // Pixel 728  
249     // Pixel 729  
248     // Pixel 730  
248     // Pixel 731  
104     // Pixel 732  
107     // Pixel 733  
107     // Pixel 734  
127     // Pixel 735  
43      // Pixel 736  
235     // Pixel 737  
249     // Pixel 738  
252     // Pixel 739  
106     // Pixel 740  
237     // Pixel 741  
255     // Pixel 742  
22      // Pixel 743  
150     // Pixel 744  
22      // Pixel 745  
147     // Pixel 746  
0       // Pixel 747  
105     // Pixel 748  
105     // Pixel 749  
252     // Pixel 750  
32      // Pixel 751  
223     // Pixel 752  
214     // Pixel 753  
215     // Pixel 754  
215     // Pixel 755  
127     // Pixel 756  
191     // Pixel 757  
150     // Pixel 758  
212     // Pixel 759  
208     // Pixel 760  
0       // Pixel 761  
46      // Pixel 762  
11      // Pixel 763  
11      // Pixel 764  
255     // Pixel 765  
55      // Pixel 766  
131     // Pixel 767  
0       // Pixel 768  
0       // Pixel 769  Row: 7
212     // Pixel 770  
214     // Pixel 771  
224     // Pixel 772  
249     // Pixel 773  
252     // Pixel 774  
212     // Pixel 775  
212     // Pixel 776  
64      // Pixel 777  
42      // Pixel 778  
47      // Pixel 779  
191     // Pixel 780  
195     // Pixel 781  
105     // Pixel 782  
105     // Pixel 783  
43      // Pixel 784  
253     // Pixel 785  
212     // Pixel 786  
214     // Pixel 787  
212     // Pixel 788  
212     // Pixel 789  
250     // Pixel 790  
105     // Pixel 791  
105     // Pixel 792  
255     // Pixel 793  
214     // Pixel 794  
214     // Pixel 795  
214     // Pixel 796  
214     // Pixel 797  
214     // Pixel 798  
214     // Pixel 799  
214     // Pixel 800  
214     // Pixel 801  
255     // Pixel 802  
151     // Pixel 803  
223     // Pixel 804  
255     // Pixel 805  
215     // Pixel 806  
255     // Pixel 807  
255     // Pixel 808  
214     // Pixel 809  
255     // Pixel 810  
255     // Pixel 811  
255     // Pixel 812  
255     // Pixel 813  
255     // Pixel 814  
255     // Pixel 815  
255     // Pixel 816  
64      // Pixel 817  
111     // Pixel 818  
47      // Pixel 819  
47      // Pixel 820  
31      // Pixel 821  
31      // Pixel 822  
23      // Pixel 823  
7       // Pixel 824  
15      // Pixel 825  
15      // Pixel 826  
31      // Pixel 827  
151     // Pixel 828  
151     // Pixel 829  
7       // Pixel 830  
15      // Pixel 831  
159     // Pixel 832  
71      // Pixel 833  
107     // Pixel 834  
107     // Pixel 835  
107     // Pixel 836  
127     // Pixel 837  
191     // Pixel 838  
223     // Pixel 839  
255     // Pixel 840  
127     // Pixel 841  
43      // Pixel 842  
255     // Pixel 843  
64      // Pixel 844  
107     // Pixel 845  
105     // Pixel 846  
105     // Pixel 847  
105     // Pixel 848  
105     // Pixel 849  
255     // Pixel 850  
150     // Pixel 851  
150     // Pixel 852  
214     // Pixel 853  
150     // Pixel 854  
150     // Pixel 855  
66      // Pixel 856  
249     // Pixel 857  
104     // Pixel 858  
127     // Pixel 859  
43      // Pixel 860  
107     // Pixel 861  
43      // Pixel 862  
111     // Pixel 863  
255     // Pixel 864  
251     // Pixel 865  
249     // Pixel 866  
104     // Pixel 867  
104     // Pixel 868  
233     // Pixel 869  
124     // Pixel 870  
54      // Pixel 871  
151     // Pixel 872  
150     // Pixel 873  
151     // Pixel 874  
2       // Pixel 875  
105     // Pixel 876  
105     // Pixel 877  
105     // Pixel 878  
190     // Pixel 879  
215     // Pixel 880  
150     // Pixel 881  
214     // Pixel 882  
214     // Pixel 883  
111     // Pixel 884  
255     // Pixel 885  
214     // Pixel 886  
212     // Pixel 887  
84      // Pixel 888  
34      // Pixel 889  
15      // Pixel 890  
47      // Pixel 891  
27      // Pixel 892  
137     // Pixel 893  
254     // Pixel 894  
247     // Pixel 895  
0       // Pixel 896  
0       // Pixel 897  Row: 8
22      // Pixel 898  
20      // Pixel 899  
154     // Pixel 900  
217     // Pixel 901  
252     // Pixel 902  
244     // Pixel 903  
244     // Pixel 904  
0       // Pixel 905  
107     // Pixel 906  
239     // Pixel 907  
255     // Pixel 908  
18      // Pixel 909  
9       // Pixel 910  
41      // Pixel 911  
107     // Pixel 912  
189     // Pixel 913  
214     // Pixel 914  
148     // Pixel 915  
214     // Pixel 916  
208     // Pixel 917  
104     // Pixel 918  
235     // Pixel 919  
235     // Pixel 920  
255     // Pixel 921  
214     // Pixel 922  
214     // Pixel 923  
214     // Pixel 924  
214     // Pixel 925  
214     // Pixel 926  
214     // Pixel 927  
214     // Pixel 928  
22      // Pixel 929  
159     // Pixel 930  
223     // Pixel 931  
23      // Pixel 932  
31      // Pixel 933  
22      // Pixel 934  
31      // Pixel 935  
159     // Pixel 936  
214     // Pixel 937  
127     // Pixel 938  
63      // Pixel 939  
31      // Pixel 940  
31      // Pixel 941  
31      // Pixel 942  
31      // Pixel 943  
31      // Pixel 944  
2       // Pixel 945  
11      // Pixel 946  
111     // Pixel 947  
111     // Pixel 948  
63      // Pixel 949  
151     // Pixel 950  
151     // Pixel 951  
7       // Pixel 952  
47      // Pixel 953  
31      // Pixel 954  
31      // Pixel 955  
151     // Pixel 956  
215     // Pixel 957  
199     // Pixel 958  
111     // Pixel 959  
255     // Pixel 960  
130     // Pixel 961  
235     // Pixel 962  
235     // Pixel 963  
107     // Pixel 964  
47      // Pixel 965  
63      // Pixel 966  
23      // Pixel 967  
159     // Pixel 968  
207     // Pixel 969  
255     // Pixel 970  
255     // Pixel 971  
98      // Pixel 972  
43      // Pixel 973  
43      // Pixel 974  
41      // Pixel 975  
105     // Pixel 976  
41      // Pixel 977  
253     // Pixel 978  
214     // Pixel 979  
150     // Pixel 980  
150     // Pixel 981  
150     // Pixel 982  
150     // Pixel 983  
2       // Pixel 984  
31      // Pixel 985  
11      // Pixel 986  
15      // Pixel 987  
11      // Pixel 988  
11      // Pixel 989  
235     // Pixel 990  
235     // Pixel 991  
255     // Pixel 992  
255     // Pixel 993  
112     // Pixel 994  
40      // Pixel 995  
107     // Pixel 996  
41      // Pixel 997  
40      // Pixel 998  
239     // Pixel 999  
255     // Pixel 1000  
150     // Pixel 1001  
150     // Pixel 1002  
82      // Pixel 1003  
129     // Pixel 1004  
105     // Pixel 1005  
105     // Pixel 1006  
255     // Pixel 1007  
116     // Pixel 1008  
150     // Pixel 1009  
150     // Pixel 1010  
64      // Pixel 1011  
235     // Pixel 1012  
255     // Pixel 1013  
246     // Pixel 1014  
52      // Pixel 1015  
4       // Pixel 1016  
47      // Pixel 1017  
11      // Pixel 1018  
239     // Pixel 1019  
255     // Pixel 1020  
243     // Pixel 1021  
240     // Pixel 1022  
212     // Pixel 1023  
0       // Pixel 1024  
0       // Pixel 1025  Row: 9
246     // Pixel 1026  
255     // Pixel 1027  
247     // Pixel 1028  
208     // Pixel 1029  
80      // Pixel 1030  
40      // Pixel 1031  
60      // Pixel 1032  
10      // Pixel 1033  
11      // Pixel 1034  
105     // Pixel 1035  
253     // Pixel 1036  
70      // Pixel 1037  
107     // Pixel 1038  
107     // Pixel 1039  
43      // Pixel 1040  
191     // Pixel 1041  
150     // Pixel 1042  
150     // Pixel 1043  
150     // Pixel 1044  
22      // Pixel 1045  
11      // Pixel 1046  
123     // Pixel 1047  
41      // Pixel 1048  
189     // Pixel 1049  
148     // Pixel 1050  
148     // Pixel 1051  
148     // Pixel 1052  
148     // Pixel 1053  
148     // Pixel 1054  
150     // Pixel 1055  
150     // Pixel 1056  
22      // Pixel 1057  
31      // Pixel 1058  
23      // Pixel 1059  
31      // Pixel 1060  
31      // Pixel 1061  
31      // Pixel 1062  
23      // Pixel 1063  
159     // Pixel 1064  
0       // Pixel 1065  
15      // Pixel 1066  
31      // Pixel 1067  
159     // Pixel 1068  
223     // Pixel 1069  
239     // Pixel 1070  
239     // Pixel 1071  
255     // Pixel 1072  
247     // Pixel 1073  
235     // Pixel 1074  
235     // Pixel 1075  
233     // Pixel 1076  
255     // Pixel 1077  
255     // Pixel 1078  
23      // Pixel 1079  
135     // Pixel 1080  
239     // Pixel 1081  
255     // Pixel 1082  
255     // Pixel 1083  
55      // Pixel 1084  
20      // Pixel 1085  
0       // Pixel 1086  
136     // Pixel 1087  
255     // Pixel 1088  
118     // Pixel 1089  
17      // Pixel 1090  
8       // Pixel 1091  
201     // Pixel 1092  
239     // Pixel 1093  
255     // Pixel 1094  
255     // Pixel 1095  
183     // Pixel 1096  
211     // Pixel 1097  
249     // Pixel 1098  
224     // Pixel 1099  
106     // Pixel 1100  
107     // Pixel 1101  
107     // Pixel 1102  
107     // Pixel 1103  
107     // Pixel 1104  
107     // Pixel 1105  
253     // Pixel 1106  
148     // Pixel 1107  
150     // Pixel 1108  
150     // Pixel 1109  
151     // Pixel 1110  
150     // Pixel 1111  
6       // Pixel 1112  
63      // Pixel 1113  
159     // Pixel 1114  
223     // Pixel 1115  
255     // Pixel 1116  
255     // Pixel 1117  
123     // Pixel 1118  
57      // Pixel 1119  
152     // Pixel 1120  
88      // Pixel 1121  
40      // Pixel 1122  
107     // Pixel 1123  
43      // Pixel 1124  
47      // Pixel 1125  
43      // Pixel 1126  
41      // Pixel 1127  
12      // Pixel 1128  
254     // Pixel 1129  
150     // Pixel 1130  
134     // Pixel 1131  
219     // Pixel 1132  
64      // Pixel 1133  
105     // Pixel 1134  
105     // Pixel 1135  
172     // Pixel 1136  
95      // Pixel 1137  
22      // Pixel 1138  
0       // Pixel 1139  
219     // Pixel 1140  
112     // Pixel 1141  
0       // Pixel 1142  
14      // Pixel 1143  
43      // Pixel 1144  
255     // Pixel 1145  
211     // Pixel 1146  
209     // Pixel 1147  
224     // Pixel 1148  
252     // Pixel 1149  
126     // Pixel 1150  
22      // Pixel 1151  
0       // Pixel 1152  
0       // Pixel 1153  Row: 10
232     // Pixel 1154  
248     // Pixel 1155  
244     // Pixel 1156  
212     // Pixel 1157  
6       // Pixel 1158  
11      // Pixel 1159  
15      // Pixel 1160  
31      // Pixel 1161  
11      // Pixel 1162  
107     // Pixel 1163  
253     // Pixel 1164  
64      // Pixel 1165  
107     // Pixel 1166  
107     // Pixel 1167  
107     // Pixel 1168  
191     // Pixel 1169  
150     // Pixel 1170  
150     // Pixel 1171  
150     // Pixel 1172  
150     // Pixel 1173  
95      // Pixel 1174  
47      // Pixel 1175  
47      // Pixel 1176  
191     // Pixel 1177  
150     // Pixel 1178  
150     // Pixel 1179  
150     // Pixel 1180  
150     // Pixel 1181  
150     // Pixel 1182  
151     // Pixel 1183  
151     // Pixel 1184  
22      // Pixel 1185  
31      // Pixel 1186  
159     // Pixel 1187  
23      // Pixel 1188  
31      // Pixel 1189  
159     // Pixel 1190  
223     // Pixel 1191  
151     // Pixel 1192  
70      // Pixel 1193  
47      // Pixel 1194  
63      // Pixel 1195  
151     // Pixel 1196  
144     // Pixel 1197  
64      // Pixel 1198  
40      // Pixel 1199  
61      // Pixel 1200  
16      // Pixel 1201  
0       // Pixel 1202  
8       // Pixel 1203  
40      // Pixel 1204  
105     // Pixel 1205  
255     // Pixel 1206  
255     // Pixel 1207  
119     // Pixel 1208  
0       // Pixel 1209  
8       // Pixel 1210  
8       // Pixel 1211  
126     // Pixel 1212  
191     // Pixel 1213  
151     // Pixel 1214  
215     // Pixel 1215  
193     // Pixel 1216  
238     // Pixel 1217  
239     // Pixel 1218  
127     // Pixel 1219  
19      // Pixel 1220  
16      // Pixel 1221  
8       // Pixel 1222  
8       // Pixel 1223  
254     // Pixel 1224  
246     // Pixel 1225  
212     // Pixel 1226  
250     // Pixel 1227  
105     // Pixel 1228  
105     // Pixel 1229  
107     // Pixel 1230  
107     // Pixel 1231  
105     // Pixel 1232  
107     // Pixel 1233  
191     // Pixel 1234  
150     // Pixel 1235  
150     // Pixel 1236  
150     // Pixel 1237  
150     // Pixel 1238  
150     // Pixel 1239  
6       // Pixel 1240  
31      // Pixel 1241  
159     // Pixel 1242  
23      // Pixel 1243  
31      // Pixel 1244  
