160     // Pixel 1  Row: 1
140     // Pixel 271  
118     // Pixel 272  
92      // Pixel 273  
94      // Pixel 274  
99      // Pixel 275  
103     // Pixel 276  
106     // Pixel 277  
106     // Pixel 278  
105     // Pixel 279  
104     // Pixel 280  
104     // Pixel 281  
106     // Pixel 282  
111     // Pixel 283  
116     // Pixel 284  
121     // Pixel 285  
124     // Pixel 286  
126     // Pixel 287  
126     // Pixel 288  
130     // Pixel 289  
130     // Pixel 290  
130     // Pixel 291  
130     // Pixel 292  
131     // Pixel 293  
131     // Pixel 294  
131     // Pixel 295  
132     // Pixel 296  
133     // Pixel 297  
133     // Pixel 298  
133     // Pixel 299  
133     // Pixel 300  
133     // Pixel 301  
133     // Pixel 302  
133     // Pixel 303  
133     // Pixel 304  
132     // Pixel 305  
132     // Pixel 306  
133     // Pixel 307  
132     // Pixel 308  
132     // Pixel 309  
131     // Pixel 310  
130     // Pixel 311  
129     // Pixel 312  
132     // Pixel 313  
131     // Pixel 314  
130     // Pixel 315  
131     // Pixel 316  
132     // Pixel 317  
133     // Pixel 318  
132     // Pixel 319  
130     // Pixel 320  
132     // Pixel 321  
132     // Pixel 322  
130     // Pixel 323  
129     // Pixel 324  
128     // Pixel 325  
128     // Pixel 326  
128     // Pixel 327  
128     // Pixel 328  
130     // Pixel 329  
129     // Pixel 330  
127     // Pixel 331  
126     // Pixel 332  
124     // Pixel 333  
120     // Pixel 334  
114     // Pixel 335  
110     // Pixel 336  
110     // Pixel 337  
119     // Pixel 338  
134     // Pixel 339  
148     // Pixel 340  
157     // Pixel 341  
159     // Pixel 342  
157     // Pixel 343  
155     // Pixel 344  
156     // Pixel 345  
156     // Pixel 346  
157     // Pixel 347  
157     // Pixel 348  
156     // Pixel 349  
155     // Pixel 350  
154     // Pixel 351  
154     // Pixel 352  
153     // Pixel 353  
154     // Pixel 354  
153     // Pixel 355  
151     // Pixel 356  
155     // Pixel 357  
172     // Pixel 358  
199     // Pixel 359  
219     // Pixel 360  
214     // Pixel 361  
202     // Pixel 362  
145     // Pixel 363  
103     // Pixel 364  
115     // Pixel 365  
120     // Pixel 366  
112     // Pixel 367  
124     // Pixel 368  
123     // Pixel 369  
122     // Pixel 370  
121     // Pixel 371  
122     // Pixel 372  
123     // Pixel 373  
124     // Pixel 374  
123     // Pixel 375  
122     // Pixel 376  
127     // Pixel 377  
121     // Pixel 378  
126     // Pixel 379  
136     // Pixel 380  
127     // Pixel 381  
94      // Pixel 382  
65      // Pixel 383  
53      // Pixel 384  
156     // Pixel 385  Row: 4
157     // Pixel 386  
158     // Pixel 387  
158     // Pixel 388  
156     // Pixel 389  
155     // Pixel 390  
156     // Pixel 391  
157     // Pixel 392  
159     // Pixel 393  
167     // Pixel 394  
170     // Pixel 395  
168     // Pixel 396  
165     // Pixel 397  
158     // Pixel 398  
138     // Pixel 399  
118     // Pixel 400  
91      // Pixel 401  
93      // Pixel 402  
98      // Pixel 403  
102     // Pixel 404  
105     // Pixel 405  
105     // Pixel 406  
104     // Pixel 407  
103     // Pixel 408  
103     // Pixel 409  
106     // Pixel 410  
110     // Pixel 411  
116     // Pixel 412  
120     // Pixel 413  
123     // Pixel 414  
125     // Pixel 415  
126     // Pixel 416  
129     // Pixel 417  
129     // Pixel 418  
130     // Pixel 419  
130     // Pixel 420  
130     // Pixel 421  
131     // Pixel 422  
131     // Pixel 423  
131     // Pixel 424  
132     // Pixel 425  
132     // Pixel 426  
132     // Pixel 427  
132     // Pixel 428  
132     // Pixel 429  
132     // Pixel 430  
132     // Pixel 431  
132     // Pixel 432  
131     // Pixel 433  
132     // Pixel 434  
133     // Pixel 435  
133     // Pixel 436  
133     // Pixel 437  
132     // Pixel 438  
131     // Pixel 439  
130     // Pixel 440  
132     // Pixel 441  
131     // Pixel 442  
130     // Pixel 443  
131     // Pixel 444  
133     // Pixel 445  
134     // Pixel 446  
133     // Pixel 447  
131     // Pixel 448  
132     // Pixel 449  
131     // Pixel 450  
130     // Pixel 451  
129     // Pixel 452  
128     // Pixel 453  
128     // Pixel 454  
128     // Pixel 455  
128     // Pixel 456  
129     // Pixel 457  
128     // Pixel 458  
127     // Pixel 459  
126     // Pixel 460  
124     // Pixel 461  
121     // Pixel 462  
115     // Pixel 463  
111     // Pixel 464  
107     // Pixel 465  
113     // Pixel 466  
126     // Pixel 467  
143     // Pixel 468  
155     // Pixel 469  
158     // Pixel 470  
158     // Pixel 471  
159     // Pixel 472  
158     // Pixel 473  
159     // Pixel 474  
159     // Pixel 475  
159     // Pixel 476  
158     // Pixel 477  
157     // Pixel 478  
156     // Pixel 479  
155     // Pixel 480  
154     // Pixel 481  
152     // Pixel 482  
152     // Pixel 483  
152     // Pixel 484  
149     // Pixel 485  
157     // Pixel 486  
184     // Pixel 487  
213     // Pixel 488  
218     // Pixel 489  
220     // Pixel 490  
179     // Pixel 491  
124     // Pixel 492  
107     // Pixel 493  
110     // Pixel 494  
113     // Pixel 495  
122     // Pixel 496  
122     // Pixel 497  
122     // Pixel 498  
121     // Pixel 499  
122     // Pixel 500  
123     // Pixel 501  
124     // Pixel 502  
124     // Pixel 503  
124     // Pixel 504  
126     // Pixel 505  
121     // Pixel 506  
128     // Pixel 507  
132     // Pixel 508  
103     // Pixel 509  
58      // Pixel 510  
41      // Pixel 511  
51      // Pixel 512  
155     // Pixel 513  Row: 5
157     // Pixel 514  
158     // Pixel 515  
158     // Pixel 516  
156     // Pixel 517  
156     // Pixel 518  
157     // Pixel 519  
159     // Pixel 520  
162     // Pixel 521  
168     // Pixel 522  
169     // Pixel 523  
165     // Pixel 524  
163     // Pixel 525  
157     // Pixel 526  
138     // Pixel 527  
117     // Pixel 528  
90      // Pixel 529  
93      // Pixel 530  
97      // Pixel 531  
102     // Pixel 532  
104     // Pixel 533  
105     // Pixel 534  
104     // Pixel 535  
103     // Pixel 536  
103     // Pixel 537  
105     // Pixel 538  
110     // Pixel 539  
115     // Pixel 540  
120     // Pixel 541  
123     // Pixel 542  
125     // Pixel 543  
126     // Pixel 544  
129     // Pixel 545  
129     // Pixel 546  
129     // Pixel 547  
130     // Pixel 548  
130     // Pixel 549  
130     // Pixel 550  
131     // Pixel 551  
131     // Pixel 552  
132     // Pixel 553  
132     // Pixel 554  
132     // Pixel 555  
132     // Pixel 556  
132     // Pixel 557  
132     // Pixel 558  
132     // Pixel 559  
132     // Pixel 560  
132     // Pixel 561  
133     // Pixel 562  
133     // Pixel 563  
133     // Pixel 564  
133     // Pixel 565  
132     // Pixel 566  
132     // Pixel 567  
131     // Pixel 568  
132     // Pixel 569  
131     // Pixel 570  
130     // Pixel 571  
131     // Pixel 572  
133     // Pixel 573  
135     // Pixel 574  
134     // Pixel 575  
133     // Pixel 576  
132     // Pixel 577  
131     // Pixel 578  
130     // Pixel 579  
128     // Pixel 580  
128     // Pixel 581  
127     // Pixel 582  
127     // Pixel 583  
128     // Pixel 584  
129     // Pixel 585  
128     // Pixel 586  
127     // Pixel 587  
126     // Pixel 588  
125     // Pixel 589  
122     // Pixel 590  
117     // Pixel 591  
113     // Pixel 592  
107     // Pixel 593  
108     // Pixel 594  
119     // Pixel 595  
138     // Pixel 596  
152     // Pixel 597  
157     // Pixel 598  
159     // Pixel 599  
162     // Pixel 600  
160     // Pixel 601  
160     // Pixel 602  
160     // Pixel 603  
160     // Pixel 604  
159     // Pixel 605  
158     // Pixel 606  
156     // Pixel 607  
156     // Pixel 608  
155     // Pixel 609  
152     // Pixel 610  
152     // Pixel 611  
153     // Pixel 612  
147     // Pixel 613  
148     // Pixel 614  
170     // Pixel 615  
198     // Pixel 616  
220     // Pixel 617  
222     // Pixel 618  
210     // Pixel 619  
160     // Pixel 620  
105     // Pixel 621  
102     // Pixel 622  
120     // Pixel 623  
117     // Pixel 624  
121     // Pixel 625  
122     // Pixel 626  
122     // Pixel 627  
122     // Pixel 628  
122     // Pixel 629  
124     // Pixel 630  
126     // Pixel 631  
127     // Pixel 632  
126     // Pixel 633  
142     // Pixel 634  
131     // Pixel 635  
88      // Pixel 636  
55      // Pixel 637  
52      // Pixel 638  
53      // Pixel 639  
46      // Pixel 640  
155     // Pixel 641  Row: 6
157     // Pixel 642  
159     // Pixel 643  
159     // Pixel 644  
158     // Pixel 645  
158     // Pixel 646  
159     // Pixel 647  
161     // Pixel 648  
165     // Pixel 649  
167     // Pixel 650  
165     // Pixel 651  
161     // Pixel 652  
161     // Pixel 653  
158     // Pixel 654  
138     // Pixel 655  
115     // Pixel 656  
90      // Pixel 657  
93      // Pixel 658  
98      // Pixel 659  
102     // Pixel 660  
104     // Pixel 661  
105     // Pixel 662  
104     // Pixel 663  
103     // Pixel 664  
102     // Pixel 665  
105     // Pixel 666  
110     // Pixel 667  
115     // Pixel 668  
119     // Pixel 669  
123     // Pixel 670  
124     // Pixel 671  
125     // Pixel 672  
128     // Pixel 673  
129     // Pixel 674  
129     // Pixel 675  
129     // Pixel 676  
130     // Pixel 677  
130     // Pixel 678  
130     // Pixel 679  
130     // Pixel 680  
131     // Pixel 681  
131     // Pixel 682  
131     // Pixel 683  
131     // Pixel 684  
131     // Pixel 685  
131     // Pixel 686  
131     // Pixel 687  
131     // Pixel 688  
134     // Pixel 689  
133     // Pixel 690  
132     // Pixel 691  
131     // Pixel 692  
130     // Pixel 693  
130     // Pixel 694  
131     // Pixel 695  
131     // Pixel 696  
131     // Pixel 697  
130     // Pixel 698  
129     // Pixel 699  
130     // Pixel 700  
133     // Pixel 701  
134     // Pixel 702  
133     // Pixel 703  
132     // Pixel 704  
131     // Pixel 705  
131     // Pixel 706  
129     // Pixel 707  
128     // Pixel 708  
127     // Pixel 709  
127     // Pixel 710  
127     // Pixel 711  
127     // Pixel 712  
128     // Pixel 713  
127     // Pixel 714  
126     // Pixel 715  
126     // Pixel 716  
126     // Pixel 717  
123     // Pixel 718  
118     // Pixel 719  
114     // Pixel 720  
108     // Pixel 721  
106     // Pixel 722  
115     // Pixel 723  
135     // Pixel 724  
150     // Pixel 725  
155     // Pixel 726  
159     // Pixel 727  
165     // Pixel 728  
161     // Pixel 729  
161     // Pixel 730  
161     // Pixel 731  
161     // Pixel 732  
159     // Pixel 733  
158     // Pixel 734  
156     // Pixel 735  
156     // Pixel 736  
155     // Pixel 737  
153     // Pixel 738  
153     // Pixel 739  
153     // Pixel 740  
148     // Pixel 741  
146     // Pixel 742  
159     // Pixel 743  
176     // Pixel 744  
212     // Pixel 745  
214     // Pixel 746  
226     // Pixel 747  
194     // Pixel 748  
127     // Pixel 749  
107     // Pixel 750  
121     // Pixel 751  
113     // Pixel 752  
120     // Pixel 753  
121     // Pixel 754  
122     // Pixel 755  
122     // Pixel 756  
122     // Pixel 757  
124     // Pixel 758  
127     // Pixel 759  
130     // Pixel 760  
144     // Pixel 761  
131     // Pixel 762  
97      // Pixel 763  
57      // Pixel 764  
40      // Pixel 765  
47      // Pixel 766  
52      // Pixel 767  
47      // Pixel 768  
156     // Pixel 769  Row: 7
158     // Pixel 770  
159     // Pixel 771  
160     // Pixel 772  
159     // Pixel 773  
159     // Pixel 774  
161     // Pixel 775  
163     // Pixel 776  
168     // Pixel 777  
166     // Pixel 778  
160     // Pixel 779  
157     // Pixel 780  
161     // Pixel 781  
160     // Pixel 782  
139     // Pixel 783  
114     // Pixel 784  
91      // Pixel 785  
94      // Pixel 786  
98      // Pixel 787  
103     // Pixel 788  
105     // Pixel 789  
105     // Pixel 790  
105     // Pixel 791  
104     // Pixel 792  
102     // Pixel 793  
105     // Pixel 794  
109     // Pixel 795  
114     // Pixel 796  
119     // Pixel 797  
122     // Pixel 798  
124     // Pixel 799  
125     // Pixel 800  
128     // Pixel 801  
128     // Pixel 802  
129     // Pixel 803  
129     // Pixel 804  
129     // Pixel 805  
130     // Pixel 806  
130     // Pixel 807  
130     // Pixel 808  
131     // Pixel 809  
131     // Pixel 810  
131     // Pixel 811  
131     // Pixel 812  
131     // Pixel 813  
131     // Pixel 814  
131     // Pixel 815  
131     // Pixel 816  
135     // Pixel 817  
132     // Pixel 818  
129     // Pixel 819  
127     // Pixel 820  
126     // Pixel 821  
126     // Pixel 822  
128     // Pixel 823  
129     // Pixel 824  
128     // Pixel 825  
127     // Pixel 826  
126     // Pixel 827  
128     // Pixel 828  
130     // Pixel 829  
132     // Pixel 830  
131     // Pixel 831  
130     // Pixel 832  
131     // Pixel 833  
130     // Pixel 834  
129     // Pixel 835  
128     // Pixel 836  
127     // Pixel 837  
127     // Pixel 838  
127     // Pixel 839  
127     // Pixel 840  
127     // Pixel 841  
127     // Pixel 842  
126     // Pixel 843  
127     // Pixel 844  
126     // Pixel 845  
124     // Pixel 846  
119     // Pixel 847  
115     // Pixel 848  
111     // Pixel 849  
106     // Pixel 850  
113     // Pixel 851  
133     // Pixel 852  
148     // Pixel 853  
153     // Pixel 854  
158     // Pixel 855  
165     // Pixel 856  
162     // Pixel 857  
162     // Pixel 858  
161     // Pixel 859  
161     // Pixel 860  
159     // Pixel 861  
158     // Pixel 862  
156     // Pixel 863  
155     // Pixel 864  
155     // Pixel 865  
155     // Pixel 866  
155     // Pixel 867  
154     // Pixel 868  
151     // Pixel 869  
149     // Pixel 870  
150     // Pixel 871  
154     // Pixel 872  
193     // Pixel 873  
207     // Pixel 874  
225     // Pixel 875  
215     // Pixel 876  
169     // Pixel 877  
125     // Pixel 878  
111     // Pixel 879  
113     // Pixel 880  
120     // Pixel 881  
121     // Pixel 882  
122     // Pixel 883  
122     // Pixel 884  
121     // Pixel 885  
123     // Pixel 886  
128     // Pixel 887  
132     // Pixel 888  
133     // Pixel 889  
88      // Pixel 890  
53      // Pixel 891  
50      // Pixel 892  
50      // Pixel 893  
41      // Pixel 894  
43      // Pixel 895  
57      // Pixel 896  
156     // Pixel 897  Row: 8
158     // Pixel 898  
160     // Pixel 899  
160     // Pixel 900  
160     // Pixel 901  
160     // Pixel 902  
162     // Pixel 903  
164     // Pixel 904  
170     // Pixel 905  
165     // Pixel 906  
157     // Pixel 907  
155     // Pixel 908  
161     // Pixel 909  
161     // Pixel 910  
140     // Pixel 911  
113     // Pixel 912  
92      // Pixel 913  
94      // Pixel 914  
99      // Pixel 915  
103     // Pixel 916  
106     // Pixel 917  
106     // Pixel 918  
105     // Pixel 919  
104     // Pixel 920  
102     // Pixel 921  
105     // Pixel 922  
109     // Pixel 923  
114     // Pixel 924  
119     // Pixel 925  
122     // Pixel 926  
124     // Pixel 927  
125     // Pixel 928  
128     // Pixel 929  
128     // Pixel 930  
128     // Pixel 931  
129     // Pixel 932  
129     // Pixel 933  
130     // Pixel 934  
130     // Pixel 935  
130     // Pixel 936  
131     // Pixel 937  
131     // Pixel 938  
131     // Pixel 939  
131     // Pixel 940  
131     // Pixel 941  
131     // Pixel 942  
131     // Pixel 943  
131     // Pixel 944  
135     // Pixel 945  
132     // Pixel 946  
127     // Pixel 947  
123     // Pixel 948  
122     // Pixel 949  
123     // Pixel 950  
125     // Pixel 951  
127     // Pixel 952  
125     // Pixel 953  
124     // Pixel 954  
124     // Pixel 955  
125     // Pixel 956  
128     // Pixel 957  
130     // Pixel 958  
129     // Pixel 959  
128     // Pixel 960  
131     // Pixel 961  
130     // Pixel 962  
129     // Pixel 963  
128     // Pixel 964  
127     // Pixel 965  
126     // Pixel 966  
127     // Pixel 967  
127     // Pixel 968  
127     // Pixel 969  
126     // Pixel 970  
126     // Pixel 971  
127     // Pixel 972  
126     // Pixel 973  
124     // Pixel 974  
120     // Pixel 975  
116     // Pixel 976  
114     // Pixel 977  
107     // Pixel 978  
112     // Pixel 979  
132     // Pixel 980  
148     // Pixel 981  
152     // Pixel 982  
157     // Pixel 983  
165     // Pixel 984  
162     // Pixel 985  
162     // Pixel 986  
161     // Pixel 987  
160     // Pixel 988  
159     // Pixel 989  
157     // Pixel 990  
156     // Pixel 991  
155     // Pixel 992  
155     // Pixel 993  
156     // Pixel 994  
156     // Pixel 995  
154     // Pixel 996  
153     // Pixel 997  
152     // Pixel 998  
146     // Pixel 999  
140     // Pixel 1000  
177     // Pixel 1001  
205     // Pixel 1002  
219     // Pixel 1003  
222     // Pixel 1004  
203     // Pixel 1005  
142     // Pixel 1006  
100     // Pixel 1007  
114     // Pixel 1008  
119     // Pixel 1009  
121     // Pixel 1010  
123     // Pixel 1011  
122     // Pixel 1012  
121     // Pixel 1013  
123     // Pixel 1014  
129     // Pixel 1015  
133     // Pixel 1016  
86      // Pixel 1017  
64      // Pixel 1018  
43      // Pixel 1019  
40      // Pixel 1020  
46      // Pixel 1021  
51      // Pixel 1022  
53      // Pixel 1023  
55      // Pixel 1024  
156     // Pixel 1025  Row: 9
157     // Pixel 1026  
157     // Pixel 1027  
159     // Pixel 1028  
164     // Pixel 1029  
168     // Pixel 1030  
168     // Pixel 1031  
166     // Pixel 1032  
166     // Pixel 1033  
165     // Pixel 1034  
160     // Pixel 1035  
157     // Pixel 1036  
160     // Pixel 1037  
158     // Pixel 1038  
137     // Pixel 1039  
113     // Pixel 1040  
91      // Pixel 1041  
94      // Pixel 1042  
98      // Pixel 1043  
103     // Pixel 1044  
106     // Pixel 1045  
106     // Pixel 1046  
105     // Pixel 1047  
105     // Pixel 1048  
104     // Pixel 1049  
107     // Pixel 1050  
111     // Pixel 1051  
116     // Pixel 1052  
120     // Pixel 1053  
123     // Pixel 1054  
124     // Pixel 1055  
125     // Pixel 1056  
127     // Pixel 1057  
127     // Pixel 1058  
128     // Pixel 1059  
128     // Pixel 1060  
128     // Pixel 1061  
128     // Pixel 1062  
129     // Pixel 1063  
129     // Pixel 1064  
132     // Pixel 1065  
131     // Pixel 1066  
130     // Pixel 1067  
130     // Pixel 1068  
130     // Pixel 1069  
130     // Pixel 1070  
129     // Pixel 1071  
128     // Pixel 1072  
129     // Pixel 1073  
129     // Pixel 1074  
127     // Pixel 1075  
124     // Pixel 1076  
121     // Pixel 1077  
121     // Pixel 1078  
123     // Pixel 1079  
125     // Pixel 1080  
122     // Pixel 1081  
120     // Pixel 1082  
120     // Pixel 1083  
123     // Pixel 1084  
129     // Pixel 1085  
132     // Pixel 1086  
131     // Pixel 1087  
128     // Pixel 1088  
130     // Pixel 1089  
131     // Pixel 1090  
131     // Pixel 1091  
129     // Pixel 1092  
126     // Pixel 1093  
124     // Pixel 1094  
124     // Pixel 1095  
126     // Pixel 1096  
127     // Pixel 1097  
127     // Pixel 1098  
128     // Pixel 1099  
127     // Pixel 1100  
125     // Pixel 1101  
122     // Pixel 1102  
119     // Pixel 1103  
116     // Pixel 1104  
111     // Pixel 1105  
110     // Pixel 1106  
115     // Pixel 1107  
128     // Pixel 1108  
140     // Pixel 1109  
148     // Pixel 1110  
154     // Pixel 1111  
160     // Pixel 1112  
157     // Pixel 1113  
157     // Pixel 1114  
157     // Pixel 1115  
157     // Pixel 1116  
157     // Pixel 1117  
157     // Pixel 1118  
157     // Pixel 1119  
157     // Pixel 1120  
157     // Pixel 1121  
157     // Pixel 1122  
155     // Pixel 1123  
154     // Pixel 1124  
152     // Pixel 1125  
151     // Pixel 1126  
150     // Pixel 1127  
149     // Pixel 1128  
144     // Pixel 1129  
188     // Pixel 1130  
219     // Pixel 1131  
212     // Pixel 1132  
228     // Pixel 1133  
196     // Pixel 1134  
116     // Pixel 1135  
115     // Pixel 1136  
112     // Pixel 1137  
120     // Pixel 1138  
126     // Pixel 1139  
122     // Pixel 1140  
124     // Pixel 1141  
137     // Pixel 1142  
126     // Pixel 1143  
91      // Pixel 1144  
47      // Pixel 1145  
49      // Pixel 1146  
51      // Pixel 1147  
52      // Pixel 1148  
51      // Pixel 1149  
51      // Pixel 1150  
53      // Pixel 1151  
54      // Pixel 1152  
163     // Pixel 1153  Row: 10
162     // Pixel 1154  
161     // Pixel 1155  
162     // Pixel 1156  
166     // Pixel 1157  
168     // Pixel 1158  
167     // Pixel 1159  
165     // Pixel 1160  
163     // Pixel 1161  
163     // Pixel 1162  
160     // Pixel 1163  
158     // Pixel 1164  
161     // Pixel 1165  
158     // Pixel 1166  
137     // Pixel 1167  
112     // Pixel 1168  
90      // Pixel 1169  
93      // Pixel 1170  
97      // Pixel 1171  
102     // Pixel 1172  
105     // Pixel 1173  
105     // Pixel 1174  
105     // Pixel 1175  
104     // Pixel 1176  
103     // Pixel 1177  
105     // Pixel 1178  
110     // Pixel 1179  
114     // Pixel 1180  
118     // Pixel 1181  
121     // Pixel 1182  
123     // Pixel 1183  
124     // Pixel 1184  
126     // Pixel 1185  
126     // Pixel 1186  
126     // Pixel 1187  
127     // Pixel 1188  
127     // Pixel 1189  
127     // Pixel 1190  
127     // Pixel 1191  
128     // Pixel 1192  
130     // Pixel 1193  
129     // Pixel 1194  
128     // Pixel 1195  
129     // Pixel 1196  
131     // Pixel 1197  
132     // Pixel 1198  
131     // Pixel 1199  
129     // Pixel 1200  
131     // Pixel 1201  
132     // Pixel 1202  
131     // Pixel 1203  
128     // Pixel 1204  
124     // Pixel 1205  
121     // Pixel 1206  
121     // Pixel 1207  
122     // Pixel 1208  
129     // Pixel 1209  
127     // Pixel 1210  
124     // Pixel 1211  
121     // Pixel 1212  
121     // Pixel 1213  
123     // Pixel 1214  
128     // Pixel 1215  
131     // Pixel 1216  
130     // Pixel 1217  
127     // Pixel 1218  
126     // Pixel 1219  
129     // Pixel 1220  
133     // Pixel 1221  
133     // Pixel 1222  
129     // Pixel 1223  
125     // Pixel 1224  
127     // Pixel 1225  
128     // Pixel 1226  
128     // Pixel 1227  
128     // Pixel 1228  
126     // Pixel 1229  
122     // Pixel 1230  
119     // Pixel 1231  
117     // Pixel 1232  
111     // Pixel 1233  
110     // Pixel 1234  
114     // Pixel 1235  
127     // Pixel 1236  
139     // Pixel 1237  
147     // Pixel 1238  
152     // Pixel 1239  
157     // Pixel 1240  
156     // Pixel 1241  
156     // Pixel 1242  
157     // Pixel 1243  
157     // Pixel 1244  
